"","fileName","fileNum","cumSumNum","uniqueUsers","cumSumUniq"
"1025","2014Jan01_19.RData",71888,49144353,57163,39036692
"1026","2014Jan01_20.RData",70278,49214631,56021,39092713
"1027","2014Jan01_21.RData",75452,49290083,60015,39152728
"1028","2014Jan01_22.RData",75736,49365819,60614,39213342
"1029","2014Jan01_23.RData",76713,49442532,61598,39274940
"1030","2014Jan02_00.RData",76631,49519163,61974,39336914
"1031","2014Jan02_01.RData",75065,49594228,61147,39398061
"1032","2014Jan02_02.RData",68478,49662706,55542,39453603
"1033","2014Jan02_03.RData",50925,49713631,42059,39495662
"1034","2014Jan02_04.RData",32556,49746187,26771,39522433
"1035","2014Jan02_05.RData",18255,49764442,15203,39537636
"1036","2014Jan02_06.RData",13984,49778426,11501,39549137
"1037","2014Jan02_07.RData",13608,49792034,10947,39560084
"1038","2014Jan02_08.RData",16590,49808624,12852,39572936
"1039","2014Jan02_09.RData",22900,49831524,18227,39591163
"1040","2014Jan02_10.RData",34172,49865696,27391,39618554
"1041","2014Jan02_11.RData",47034,49912730,37960,39656514
"1042","2014Jan02_12.RData",57449,49970179,46024,39702538
"1043","2014Jan02_13.RData",63533,50033712,50526,39753064
"1044","2014Jan02_14.RData",66833,50100545,53070,39806134
"1045","2014Jan02_15.RData",68654,50169199,54720,39860854
"1046","2014Jan02_16.RData",69779,50238978,55050,39915904
"1047","2014Jan02_17.RData",70708,50309686,56343,39972247
"1048","2014Jan02_18.RData",73869,50383555,58253,40030500
"1049","2014Jan02_19.RData",74763,50458318,59383,40089883
"1050","2014Jan02_20.RData",74308,50532626,58920,40148803
"1051","2014Jan02_21.RData",77778,50610404,61277,40210080
"1052","2014Jan02_22.RData",77878,50688282,61761,40271841
"1053","2014Jan02_23.RData",79259,50767541,62964,40334805
"1054","2014Jan03_00.RData",76769,50844310,61993,40396798
"1055","2014Jan03_01.RData",79910,50924220,63977,40460775
"1056","2014Jan03_02.RData",76584,51000804,60514,40521289
"1057","2014Jan03_03.RData",56502,51057306,45719,40567008
"1058","2014Jan03_04.RData",35473,51092779,28878,40595886
"1059","2014Jan03_05.RData",21685,51114464,17566,40613452
"1060","2014Jan03_06.RData",14530,51128994,11467,40624919
"1061","2014Jan03_07.RData",13367,51142361,10163,40635082
"1062","2014Jan03_08.RData",18155,51160516,13727,40648809
"1063","2014Jan03_09.RData",27052,51187568,20365,40669174
"1064","2014Jan03_10.RData",41244,51228812,32028,40701202
"1065","2014Jan03_11.RData",57620,51286432,44876,40746078
"1066","2014Jan03_12.RData",68889,51355321,53578,40799656
"1067","2014Jan03_13.RData",72966,51428287,56678,40856334
"1068","2014Jan03_14.RData",71807,51500094,55852,40912186
"1069","2014Jan03_15.RData",50561,51550655,39594,40951780
"1070","2014Jan03_16.RData",68863,51619518,54089,41005869
"1071","2014Jan03_17.RData",69549,51689067,54585,41060454
"1072","2014Jan03_18.RData",71646,51760713,56549,41117003
"1073","2014Jan03_19.RData",75045,51835758,58893,41175896
"1074","2014Jan03_20.RData",73632,51909390,58187,41234083
"1075","2014Jan03_21.RData",75803,51985193,59556,41293639
"1076","2014Jan03_22.RData",77726,52062919,61005,41354644
"1077","2014Jan03_23.RData",75509,52138428,60059,41414703
"1078","2014Jan04_00.RData",74454,52212882,60139,41474842
"1079","2014Jan04_01.RData",76864,52289746,62071,41536913
"1080","2014Jan04_02.RData",72373,52362119,59088,41596001
"1081","2014Jan04_03.RData",59397,52421516,48886,41644887
"1082","2014Jan04_04.RData",38347,52459863,31421,41676308
"1083","2014Jan04_05.RData",20141,52480004,16664,41692972
"1084","2014Jan04_06.RData",11045,52491049,9384,41702356
"1085","2014Jan04_07.RData",9711,52500760,7842,41710198
"1086","2014Jan04_08.RData",14308,52515068,11097,41721295
"1087","2014Jan04_09.RData",25134,52540202,19558,41740853
"1088","2014Jan04_10.RData",39198,52579400,30763,41771616
"1089","2014Jan04_11.RData",53576,52632976,42497,41814113
"1090","2014Jan04_12.RData",65113,52698089,51622,41865735
"1091","2014Jan04_13.RData",68669,52766758,54938,41920673
"1092","2014Jan04_14.RData",69720,52836478,55364,41976037
"1093","2014Jan04_15.RData",69754,52906232,55232,42031269
"1094","2014Jan04_16.RData",69914,52976146,55850,42087119
"1095","2014Jan04_17.RData",70569,53046715,56109,42143228
"1096","2014Jan04_18.RData",72542,53119257,57269,42200497
"1097","2014Jan04_19.RData",69670,53188927,55515,42256012
"1098","2014Jan04_20.RData",68050,53256977,54229,42310241
"1099","2014Jan04_21.RData",74360,53331337,58835,42369076
"1100","2014Jan04_22.RData",75796,53407133,59582,42428658
"1101","2014Jan04_23.RData",76040,53483173,60442,42489100
"1102","2014Jan05_00.RData",78863,53562036,63332,42552432
"1103","2014Jan05_01.RData",76906,53638942,61952,42614384
"1104","2014Jan05_02.RData",72089,53711031,58810,42673194
"1105","2014Jan05_03.RData",60885,53771916,49435,42722629
"1106","2014Jan05_04.RData",38354,53810270,31815,42754444
"1107","2014Jan05_05.RData",22306,53832576,18426,42772870
"1108","2014Jan05_06.RData",11717,53844293,9468,42782338
"1109","2014Jan05_07.RData",9191,53853484,7292,42789630
"1110","2014Jan05_08.RData",11950,53865434,9231,42798861
"1111","2014Jan05_09.RData",20270,53885704,15944,42814805
"1112","2014Jan05_10.RData",35032,53920736,27504,42842309
"1113","2014Jan05_11.RData",52757,53973493,41726,42884035
"1114","2014Jan05_12.RData",67053,54040546,53326,42937361
"1115","2014Jan05_13.RData",72020,54112566,57508,42994869
"1116","2014Jan05_14.RData",73799,54186365,58523,43053392
"1117","2014Jan05_15.RData",71922,54258287,57390,43110782
"1118","2014Jan05_16.RData",73282,54331569,58004,43168786
"1119","2014Jan05_17.RData",72541,54404110,57857,43226643
"1120","2014Jan05_18.RData",74306,54478416,59387,43286030
"1121","2014Jan05_19.RData",73079,54551495,58500,43344530
"1122","2014Jan05_20.RData",80152,54631647,63612,43408142
"1123","2014Jan05_21.RData",78335,54709982,62519,43470661
"1124","2014Jan05_22.RData",81108,54791090,64894,43535555
"1125","2014Jan05_23.RData",80239,54871329,64301,43599856
"1126","2014Jan06_00.RData",76881,54948210,62612,43662468
"1127","2014Jan06_01.RData",79424,55027634,64537,43727005
"1128","2014Jan06_02.RData",75372,55103006,60896,43787901
"1129","2014Jan06_03.RData",56347,55159353,45978,43833879
"1130","2014Jan06_04.RData",33038,55192391,27113,43860992
"1131","2014Jan06_05.RData",19205,55211596,15449,43876441
"1132","2014Jan06_06.RData",15336,55226932,12658,43889099
"1133","2014Jan06_07.RData",18356,55245288,14940,43904039
"1134","2014Jan06_08.RData",21945,55267233,17653,43921692
"1135","2014Jan06_09.RData",30176,55297409,24307,43945999
"1136","2014Jan06_10.RData",41894,55339303,33763,43979762
"1137","2014Jan06_11.RData",54723,55394026,44118,44023880
"1138","2014Jan06_12.RData",67030,55461056,53798,44077678
"1139","2014Jan06_13.RData",72125,55533181,57962,44135640
"1140","2014Jan06_14.RData",72309,55605490,58066,44193706
"1141","2014Jan06_15.RData",73481,55678971,58603,44252309
"1142","2014Jan06_16.RData",73061,55752032,58416,44310725
"1143","2014Jan06_17.RData",74288,55826320,58649,44369374
"1144","2014Jan06_18.RData",74097,55900417,59346,44428720
"1145","2014Jan06_19.RData",76926,55977343,61268,44489988
"1146","2014Jan06_20.RData",72204,56049547,57854,44547842
"1147","2014Jan06_21.RData",73849,56123396,58827,44606669
"1148","2014Jan06_22.RData",81612,56205008,64213,44670882
"1149","2014Jan06_23.RData",68545,56273553,54949,44725831
"1150","2014Jan07_00.RData",78751,56352304,63499,44789330
"1151","2014Jan07_01.RData",80439,56432743,64147,44853477
"1152","2014Jan07_02.RData",69411,56502154,55883,44909360
"1153","2014Jan07_03.RData",44099,56546253,36176,44945536
"1154","2014Jan07_04.RData",25719,56571972,21407,44966943
"1155","2014Jan07_05.RData",14342,56586314,11865,44978808
"1156","2014Jan07_06.RData",12634,56598948,10294,44989102
"1157","2014Jan07_07.RData",17445,56616393,14158,45003260
"1158","2014Jan07_08.RData",24642,56641035,19952,45023212
"1159","2014Jan07_09.RData",34962,56675997,27682,45050894
"1160","2014Jan07_10.RData",45466,56721463,36727,45087621
"1161","2014Jan07_11.RData",57819,56779282,46319,45133940
"1162","2014Jan07_12.RData",66273,56845555,52633,45186573
"1163","2014Jan07_13.RData",69801,56915356,55366,45241939
"1164","2014Jan07_14.RData",71107,56986463,56349,45298288
"1165","2014Jan07_15.RData",70273,57056736,55873,45354161
"1166","2014Jan07_16.RData",70945,57127681,56304,45410465
"1167","2014Jan07_17.RData",71695,57199376,56824,45467289
"1168","2014Jan07_18.RData",75242,57274618,59795,45527084
"1169","2014Jan07_19.RData",75367,57349985,59125,45586209
"1170","2014Jan07_20.RData",70539,57420524,56024,45642233
"1171","2014Jan07_21.RData",78380,57498904,61565,45703798
"1172","2014Jan07_22.RData",79819,57578723,62998,45766796
"1173","2014Jan07_23.RData",79138,57657861,63146,45829942
"1174","2014Jan08_00.RData",81677,57739538,65627,45895569
"1175","2014Jan08_01.RData",79480,57819018,63777,45959346
"1176","2014Jan08_02.RData",63861,57882879,51624,46010970
"1177","2014Jan08_03.RData",39406,57922285,32157,46043127
"1178","2014Jan08_04.RData",22318,57944603,18194,46061321
"1179","2014Jan08_05.RData",13097,57957700,10736,46072057
"1180","2014Jan08_06.RData",13244,57970944,10649,46082706
"1181","2014Jan08_07.RData",18406,57989350,14578,46097284
"1182","2014Jan08_08.RData",26530,58015880,21318,46118602
"1183","2014Jan08_09.RData",34753,58050633,27593,46146195
"1184","2014Jan08_10.RData",44308,58094941,35278,46181473
"1185","2014Jan08_11.RData",53979,58148920,42755,46224228
"1186","2014Jan08_12.RData",62044,58210964,48277,46272505
"1187","2014Jan08_13.RData",64114,58275078,50925,46323430
"1188","2014Jan08_14.RData",65266,58340344,51828,46375258
"1189","2014Jan08_15.RData",67903,58408247,53473,46428731
"1190","2014Jan08_16.RData",67645,58475892,53474,46482205
"1191","2014Jan08_17.RData",70470,58546362,55917,46538122
"1192","2014Jan08_18.RData",73768,58620130,58630,46596752
"1193","2014Jan08_19.RData",76185,58696315,60611,46657363
"1194","2014Jan08_20.RData",78222,58774537,62050,46719413
"1195","2014Jan08_21.RData",79613,58854150,62934,46782347
"1196","2014Jan08_22.RData",81914,58936064,64513,46846860
"1197","2014Jan08_23.RData",83490,59019554,66673,46913533
"1198","2014Jan09_00.RData",81877,59101431,65395,46978928
"1199","2014Jan09_01.RData",75747,59177178,60982,47039910
"1200","2014Jan09_02.RData",54796,59231974,44621,47084531
"1201","2014Jan09_03.RData",34071,59266045,27833,47112364
"1202","2014Jan09_04.RData",19485,59285530,16085,47128449
"1203","2014Jan09_05.RData",11886,59297416,9621,47138070
"1204","2014Jan09_06.RData",14039,59311455,11351,47149421
"1205","2014Jan09_07.RData",20831,59332286,16764,47166185
"1206","2014Jan09_08.RData",27430,59359716,21579,47187764
"1207","2014Jan09_09.RData",37429,59397145,28973,47216737
"1208","2014Jan09_10.RData",46604,59443749,36238,47252975
"1209","2014Jan09_11.RData",56031,59499780,43709,47296684
"1210","2014Jan09_12.RData",59648,59559428,46738,47343422
"1211","2014Jan09_13.RData",60639,59620067,47480,47390902
"1212","2014Jan09_14.RData",62192,59682259,48857,47439759
"1213","2014Jan09_15.RData",64008,59746267,50226,47489985
"1214","2014Jan09_16.RData",67229,59813496,52980,47542965
"1215","2014Jan09_17.RData",68960,59882456,54214,47597179
"1216","2014Jan09_18.RData",72185,59954641,56661,47653840
"1217","2014Jan09_19.RData",76783,60031424,60382,47714222
"1218","2014Jan09_20.RData",77126,60108550,60800,47775022
"1219","2014Jan09_21.RData",79778,60188328,62820,47837842
"1220","2014Jan09_22.RData",81969,60270297,64372,47902214
"1221","2014Jan09_23.RData",82941,60353238,65043,47967257
"1222","2014Jan10_00.RData",79693,60432931,63638,48030895
"1223","2014Jan10_01.RData",71028,60503959,57245,48088140
"1224","2014Jan10_02.RData",50885,60554844,40760,48128900
"1225","2014Jan10_03.RData",30633,60585477,24917,48153817
"1226","2014Jan10_04.RData",18476,60603953,15003,48168820
"1227","2014Jan10_05.RData",10994,60614947,8794,48177614
"1228","2014Jan10_06.RData",13880,60628827,10687,48188301
"1229","2014Jan10_07.RData",21340,60650167,16367,48204668
"1230","2014Jan10_08.RData",30847,60681014,23497,48228165
"1231","2014Jan10_09.RData",39816,60720830,30336,48258501
"1232","2014Jan10_10.RData",48536,60769366,36558,48295059
"1233","2014Jan10_11.RData",46896,60816262,35765,48330824
"1234","2014Jan10_12.RData",55796,60872058,42348,48373172
"1235","2014Jan10_13.RData",7477,60879535,5620,48378792
"1236","2014Jan10_14.RData",28809,60908344,22214,48401006
"1237","2014Jan10_15.RData",66484,60974828,51201,48452207
"1238","2014Jan10_16.RData",28304,61003132,22139,48474346
"1239","2014Jan10_17.RData",68746,61071878,53640,48527986
"1240","2014Jan10_18.RData",68332,61140210,53629,48581615
"1241","2014Jan10_19.RData",69716,61209926,54633,48636248
"1242","2014Jan10_20.RData",71513,61281439,55317,48691565
"1243","2014Jan10_21.RData",74950,61356389,58409,48749974
"1244","2014Jan10_22.RData",73972,61430361,58238,48808212
"1245","2014Jan10_23.RData",75859,61506220,60400,48868612
"1246","2014Jan11_00.RData",73922,61580142,59412,48928024
"1247","2014Jan11_01.RData",68689,61648831,55597,48983621
"1248","2014Jan11_02.RData",13210,61662041,10775,48994396
"1249","2014Jan11_03.RData",9030,61671071,7373,49001769
"1250","2014Jan11_04.RData",21070,61692141,17189,49018958
"1251","2014Jan11_05.RData",13563,61705704,11415,49030373
"1252","2014Jan11_06.RData",8232,61713936,6590,49036963
"1253","2014Jan11_07.RData",10090,61724026,7755,49044718
"1254","2014Jan11_08.RData",15725,61739751,12168,49056886
"1255","2014Jan11_09.RData",27672,61767423,21804,49078690
"1256","2014Jan11_10.RData",43899,61811322,34269,49112959
"1257","2014Jan11_11.RData",57792,61869114,45254,49158213
"1258","2014Jan11_12.RData",66949,61936063,52486,49210699
"1259","2014Jan11_13.RData",67890,62003953,53299,49263998
"1260","2014Jan11_14.RData",67107,62071060,53171,49317169
"1261","2014Jan11_15.RData",67243,62138303,53123,49370292
"1262","2014Jan11_16.RData",65676,62203979,52305,49422597
"1263","2014Jan11_17.RData",66936,62270915,53193,49475790
"1264","2014Jan11_18.RData",69406,62340321,54858,49530648
"1265","2014Jan11_19.RData",65929,62406250,52415,49583063
"1266","2014Jan11_20.RData",73045,62479295,57749,49640812
"1267","2014Jan11_21.RData",75529,62554824,60196,49701008
"1268","2014Jan11_22.RData",74385,62629209,59163,49760171
"1269","2014Jan11_23.RData",74415,62703624,59215,49819386
"1270","2014Jan12_00.RData",75541,62779165,60091,49879477
"1271","2014Jan12_01.RData",70583,62849748,57128,49936605
"1272","2014Jan12_02.RData",60068,62909816,49025,49985630
"1273","2014Jan12_03.RData",43371,62953187,35661,50021291
"1274","2014Jan12_04.RData",25618,62978805,20907,50042198
"1275","2014Jan12_05.RData",13649,62992454,11401,50053599
"1276","2014Jan12_06.RData",7539,62999993,6090,50059689
"1277","2014Jan12_07.RData",7593,63007586,5970,50065659
"1278","2014Jan12_08.RData",7443,63015029,5769,50071428
"1279","2014Jan12_09.RData",23478,63038507,18352,50089780
"1280","2014Jan12_10.RData",38488,63076995,30060,50119840
"1281","2014Jan12_11.RData",53676,63130671,42761,50162601
"1282","2014Jan12_12.RData",63948,63194619,50698,50213299
"1283","2014Jan12_13.RData",64468,63259087,51747,50265046
"1284","2014Jan12_14.RData",67150,63326237,53237,50318283
"1285","2014Jan12_15.RData",66748,63392985,53000,50371283
"1286","2014Jan12_16.RData",70311,63463296,55657,50426940
"1287","2014Jan12_17.RData",66348,63529644,53085,50480025
"1288","2014Jan12_18.RData",70972,63600616,56322,50536347
"1289","2014Jan12_19.RData",68826,63669442,54813,50591160
"1290","2014Jan12_20.RData",70163,63739605,56154,50647314
"1291","2014Jan12_21.RData",73487,63813092,58813,50706127
"1292","2014Jan12_22.RData",76969,63890061,61261,50767388
"1293","2014Jan12_23.RData",78858,63968919,62867,50830255
"1294","2014Jan13_00.RData",76626,64045545,61613,50891868
"1295","2014Jan13_01.RData",68444,64113989,55991,50947859
"1296","2014Jan13_02.RData",47002,64160991,38030,50985889
"1297","2014Jan13_03.RData",24186,64185177,20255,51006144
"1298","2014Jan13_04.RData",12950,64198127,10635,51016779
"1299","2014Jan13_05.RData",7843,64205970,6176,51022955
"1300","2014Jan13_06.RData",11047,64217017,8845,51031800
"1301","2014Jan13_07.RData",19732,64236749,15821,51047621
"1302","2014Jan13_08.RData",27542,64264291,21553,51069174
"1303","2014Jan13_09.RData",35907,64300198,28483,51097657
"1304","2014Jan13_10.RData",46089,64346287,36366,51134023
"1305","2014Jan13_11.RData",51281,64397568,40821,51174844
"1306","2014Jan13_12.RData",56755,64454323,45031,51219875
"1307","2014Jan13_15.RData",75329,64529652,59298,51279173
"1308","2014Jan13_16.RData",80368,64610020,62825,51341998
"1309","2014Jan13_17.RData",82129,64692149,64169,51406167
"1310","2014Jan13_18.RData",87342,64779491,68322,51474489
"1311","2014Jan13_19.RData",90160,64869651,70700,51545189
"1312","2014Jan13_20.RData",91129,64960780,71557,51616746
"1313","2014Jan13_21.RData",93186,65053966,73067,51689813
"1314","2014Jan13_22.RData",93437,65147403,73261,51763074
"1315","2014Jan13_23.RData",93586,65240989,74080,51837154
"1316","2014Jan14_00.RData",89620,65330609,72179,51909333
"1317","2014Jan14_01.RData",74228,65404837,59912,51969245
"1318","2014Jan14_02.RData",46825,65451662,37886,52007131
"1319","2014Jan14_03.RData",24216,65475878,19680,52026811
"1320","2014Jan14_04.RData",12372,65488250,10281,52037092
"1321","2014Jan14_05.RData",8886,65497136,6823,52043915
"1322","2014Jan14_06.RData",13682,65510818,10753,52054668
"1323","2014Jan14_07.RData",24751,65535569,19279,52073947
"1324","2014Jan14_08.RData",33863,65569432,26621,52100568
"1325","2014Jan14_09.RData",45550,65614982,35519,52136087
"1326","2014Jan14_10.RData",59989,65674971,46512,52182599
"1327","2014Jan14_11.RData",68489,65743460,53353,52235952
"1328","2014Jan14_12.RData",72827,65816287,56600,52292552
"1329","2014Jan14_13.RData",73865,65890152,57631,52350183
"1330","2014Jan14_14.RData",75213,65965365,58504,52408687
"1331","2014Jan14_15.RData",77326,66042691,60320,52469007
"1332","2014Jan14_16.RData",77730,66120421,60801,52529808
"1333","2014Jan14_17.RData",80806,66201227,63268,52593076
"1334","2014Jan14_18.RData",85307,66286534,66948,52660024
"1335","2014Jan14_19.RData",89802,66376336,69949,52729973
"1336","2014Jan14_20.RData",88365,66464701,69561,52799534
"1337","2014Jan14_21.RData",94050,66558751,73609,52873143
"1338","2014Jan14_22.RData",94817,66653568,74626,52947769
"1339","2014Jan14_23.RData",91062,66744630,72290,53020059
"1340","2014Jan15_00.RData",90990,66835620,73017,53093076
"1341","2014Jan15_01.RData",74082,66909702,59759,53152835
"1342","2014Jan15_02.RData",45048,66954750,36685,53189520
"1343","2014Jan15_03.RData",23502,66978252,19111,53208631
"1344","2014Jan15_04.RData",13985,66992237,11514,53220145
"1345","2014Jan15_05.RData",8981,67001218,7300,53227445
"1346","2014Jan15_06.RData",13972,67015190,11119,53238564
"1347","2014Jan15_07.RData",24838,67040028,19356,53257920
"1348","2014Jan15_08.RData",35819,67075847,27414,53285334
"1349","2014Jan15_09.RData",47329,67123176,36905,53322239
"1350","2014Jan15_10.RData",61362,67184538,47723,53369962
"1351","2014Jan15_11.RData",69837,67254375,54462,53424424
"1352","2014Jan15_12.RData",76438,67330813,58979,53483403
"1353","2014Jan15_13.RData",70118,67400931,54320,53537723
"1354","2014Jan15_14.RData",73521,67474452,56798,53594521
"1355","2014Jan15_15.RData",79503,67553955,61413,53655934
"1356","2014Jan15_16.RData",80866,67634821,63212,53719146
"1357","2014Jan15_17.RData",81791,67716612,63903,53783049
"1358","2014Jan15_18.RData",88492,67805104,68903,53851952
"1359","2014Jan15_19.RData",94121,67899225,72856,53924808
"1360","2014Jan15_20.RData",94342,67993567,73353,53998161
"1361","2014Jan15_21.RData",95382,68088949,74829,54072990
"1362","2014Jan15_22.RData",94470,68183419,73895,54146885
"1363","2014Jan15_23.RData",95749,68279168,75005,54221890
"1364","2014Jan16_00.RData",91712,68370880,72705,54294595
"1365","2014Jan16_01.RData",74910,68445790,60007,54354602
"1366","2014Jan16_02.RData",44116,68489906,35848,54390450
"1367","2014Jan16_03.RData",24431,68514337,19972,54410422
"1368","2014Jan16_04.RData",13136,68527473,10763,54421185
"1369","2014Jan16_05.RData",8686,68536159,6879,54428064
"1370","2014Jan16_06.RData",13484,68549643,10527,54438591
"1371","2014Jan16_07.RData",23826,68573469,18705,54457296
"1372","2014Jan16_08.RData",35194,68608663,27624,54484920
"1373","2014Jan16_09.RData",48933,68657596,37872,54522792
"1374","2014Jan16_10.RData",61822,68719418,48349,54571141
"1375","2014Jan16_11.RData",70376,68789794,54648,54625789
"1376","2014Jan16_12.RData",71807,68861601,55801,54681590
"1377","2014Jan16_13.RData",75298,68936899,58547,54740137
"1378","2014Jan16_14.RData",75719,69012618,58619,54798756
"1379","2014Jan16_15.RData",78011,69090629,60145,54858901
"1380","2014Jan16_16.RData",76202,69166831,59263,54918164
"1381","2014Jan16_17.RData",85066,69251897,67368,54985532
"1382","2014Jan16_18.RData",86460,69338357,67837,55053369
"1383","2014Jan16_19.RData",90266,69428623,70279,55123648
"1384","2014Jan16_20.RData",92671,69521294,71553,55195201
"1385","2014Jan16_21.RData",95031,69616325,73633,55268834
"1386","2014Jan16_22.RData",95658,69711983,74411,55343245
"1387","2014Jan16_23.RData",93377,69805360,73208,55416453
"1388","2014Jan17_00.RData",90528,69895888,71934,55488387
"1389","2014Jan17_01.RData",72994,69968882,58254,55546641
"1390","2014Jan17_02.RData",45073,70013955,36659,55583300
"1391","2014Jan17_03.RData",26249,70040204,21283,55604583
"1392","2014Jan17_04.RData",14199,70054403,11340,55615923
"1393","2014Jan17_05.RData",9512,70063915,7207,55623130
"1394","2014Jan17_06.RData",14611,70078526,10728,55633858
"1395","2014Jan17_07.RData",25192,70103718,19024,55652882
"1396","2014Jan17_08.RData",39224,70142942,28717,55681599
"1397","2014Jan17_09.RData",53266,70196208,40010,55721609
"1398","2014Jan17_10.RData",69436,70265644,52161,55773770
"1399","2014Jan17_11.RData",79565,70345209,59865,55833635
"1400","2014Jan17_12.RData",81850,70427059,61429,55895064
"1401","2014Jan17_13.RData",80710,70507769,60879,55955943
"1402","2014Jan17_14.RData",79196,70586965,60097,56016040
"1403","2014Jan17_15.RData",79794,70666759,60350,56076390
"1404","2014Jan17_16.RData",79955,70746714,60847,56137237
"1405","2014Jan17_17.RData",80129,70826843,61063,56198300
"1406","2014Jan17_18.RData",81621,70908464,62654,56260954
"1407","2014Jan17_19.RData",83325,70991789,64170,56325124
"1408","2014Jan17_20.RData",86506,71078295,66595,56391719
"1409","2014Jan17_21.RData",89363,71167658,69665,56461384
"1410","2014Jan17_22.RData",89613,71257271,69858,56531242
"1411","2014Jan17_23.RData",88370,71345641,69349,56600591
"1412","2014Jan18_00.RData",84331,71429972,67327,56667918
"1413","2014Jan18_01.RData",71984,71501956,57993,56725911
"1414","2014Jan18_02.RData",50896,71552852,41205,56767116
"1415","2014Jan18_03.RData",32255,71585107,26411,56793527
"1416","2014Jan18_04.RData",18421,71603528,15121,56808648
"1417","2014Jan18_05.RData",9998,71613526,8058,56816706
"1418","2014Jan18_06.RData",7914,71621440,6236,56822942
"1419","2014Jan18_07.RData",11168,71632608,8385,56831327
"1420","2014Jan18_08.RData",21123,71653731,16072,56847399
"1421","2014Jan18_09.RData",38220,71691951,29682,56877081
"1422","2014Jan18_10.RData",57587,71749538,44671,56921752
"1423","2014Jan18_11.RData",73554,71823092,57140,56978892
"1424","2014Jan18_12.RData",80950,71904042,62515,57041407
"1425","2014Jan18_13.RData",82123,71986165,63827,57105234
"1426","2014Jan18_14.RData",82173,72068338,63779,57169013
"1427","2014Jan18_15.RData",78827,72147165,61697,57230710
"1428","2014Jan18_16.RData",76745,72223910,60012,57290722
"1429","2014Jan18_17.RData",77083,72300993,60218,57350940
"1430","2014Jan18_18.RData",84148,72385141,65378,57416318
"1431","2014Jan18_19.RData",83493,72468634,65516,57481834
"1432","2014Jan18_20.RData",85065,72553699,66278,57548112
"1433","2014Jan18_21.RData",86605,72640304,67380,57615492
"1434","2014Jan18_22.RData",88388,72728692,68793,57684285
"1435","2014Jan18_23.RData",86184,72814876,67367,57751652
"1436","2014Jan19_00.RData",85027,72899903,68552,57820204
"1437","2014Jan19_01.RData",77202,72977105,62534,57882738
"1438","2014Jan19_02.RData",59400,73036505,48617,57931355
"1439","2014Jan19_03.RData",40597,73077102,33192,57964547
"1440","2014Jan19_04.RData",23437,73100539,19438,57983985
"1441","2014Jan19_05.RData",12750,73113289,10364,57994349
"1442","2014Jan19_06.RData",8076,73121365,6319,58000668
"1443","2014Jan19_07.RData",9534,73130899,7353,58008021
"1444","2014Jan19_08.RData",17324,73148223,13188,58021209
"1445","2014Jan19_09.RData",33511,73181734,25960,58047169
"1446","2014Jan19_10.RData",53310,73235044,41951,58089120
"1447","2014Jan19_11.RData",72584,73307628,57219,58146339
"1448","2014Jan19_12.RData",83322,73390950,64646,58210985
"1449","2014Jan19_13.RData",86112,73477062,67258,58278243
"1450","2014Jan19_14.RData",84776,73561838,66097,58344340
"1451","2014Jan19_15.RData",79062,73640900,62321,58406661
"1452","2014Jan19_16.RData",84563,73725463,66044,58472705
"1453","2014Jan19_17.RData",82814,73808277,65259,58537964
"1454","2014Jan19_18.RData",83533,73891810,65836,58603800
"1455","2014Jan19_19.RData",85842,73977652,67529,58671329
"1456","2014Jan19_20.RData",86236,74063888,67089,58738418
"1457","2014Jan19_21.RData",75036,74138924,59904,58798322
"1458","2014Jan19_22.RData",94920,74233844,74784,58873106
"1459","2014Jan19_23.RData",89932,74323776,71063,58944169
"1460","2014Jan20_00.RData",87389,74411165,69967,59014136
"1461","2014Jan20_01.RData",80425,74491590,65116,59079252
"1462","2014Jan20_02.RData",60577,74552167,49166,59128418
"1463","2014Jan20_03.RData",38201,74590368,31166,59159584
"1464","2014Jan20_04.RData",20805,74611173,16940,59176524
"1465","2014Jan20_05.RData",11205,74622378,8967,59185491
"1466","2014Jan20_06.RData",9406,74631784,7121,59192612
"1467","2014Jan20_07.RData",13221,74645005,9643,59202255
"1468","2014Jan20_08.RData",21265,74666270,16017,59218272
"1469","2014Jan20_09.RData",35967,74702237,28017,59246289
"1470","2014Jan20_10.RData",53237,74755474,41752,59288041
"1471","2014Jan20_11.RData",70659,74826133,55620,59343661
"1472","2014Jan20_12.RData",81905,74908038,63927,59407588
"1473","2014Jan20_13.RData",83738,74991776,65624,59473212
"1474","2014Jan20_14.RData",83113,75074889,64367,59537579
"1475","2014Jan20_15.RData",81334,75156223,63486,59601065
"1476","2014Jan20_16.RData",80063,75236286,62805,59663870
"1477","2014Jan20_17.RData",82069,75318355,64147,59728017
"1478","2014Jan20_18.RData",84399,75402754,65958,59793975
"1479","2014Jan20_19.RData",89625,75492379,70037,59864012
"1480","2014Jan20_20.RData",88209,75580588,69525,59933537
"1481","2014Jan20_21.RData",95093,75675681,75406,60008943
"1482","2014Jan20_22.RData",91777,75767458,72415,60081358
"1483","2014Jan20_23.RData",94079,75861537,73758,60155116
"1484","2014Jan21_00.RData",90791,75952328,72792,60227908
"1485","2014Jan21_01.RData",80071,76032399,64588,60292496
"1486","2014Jan21_02.RData",51247,76083646,41440,60333936
"1487","2014Jan21_03.RData",26262,76109908,21381,60355317
"1488","2014Jan21_04.RData",12760,76122668,10397,60365714
"1489","2014Jan21_05.RData",8553,76131221,6827,60372541
