"","fileName","fileNum","cumSumNum","uniqueUsers","cumSumUniq"
"1490","2014Jan21_06.RData",15429,76146650,12394,60384935
"1491","2014Jan21_07.RData",26929,76173579,21035,60405970
"1492","2014Jan21_08.RData",38040,76211619,29501,60435471
"1493","2014Jan21_09.RData",50542,76262161,40006,60475477
"1494","2014Jan21_10.RData",64857,76327018,51490,60526967
"1495","2014Jan21_11.RData",75839,76402857,59816,60586783
"1496","2014Jan21_12.RData",83002,76485859,64841,60651624
"1497","2014Jan21_13.RData",85024,76570883,66044,60717668
"1498","2014Jan21_14.RData",83506,76654389,64970,60782638
"1499","2014Jan21_15.RData",83191,76737580,64744,60847382
"1500","2014Jan21_16.RData",82780,76820360,64675,60912057
"1501","2014Jan21_17.RData",87551,76907911,68377,60980434
"1502","2014Jan21_18.RData",92460,77000371,71839,61052273
"1503","2014Jan21_19.RData",93411,77093782,73130,61125403
"1504","2014Jan21_20.RData",91866,77185648,71978,61197381
"1505","2014Jan21_21.RData",97180,77282828,75269,61272650
"1506","2014Jan21_22.RData",98210,77381038,76129,61348779
"1507","2014Jan21_23.RData",96398,77477436,75237,61424016
"1508","2014Jan22_00.RData",93119,77570555,73832,61497848
"1509","2014Jan22_01.RData",79316,77649871,63478,61561326
"1510","2014Jan22_02.RData",47048,77696919,38120,61599446
"1511","2014Jan22_03.RData",23640,77720559,19143,61618589
"1512","2014Jan22_04.RData",11697,77732256,9505,61628094
"1513","2014Jan22_05.RData",7987,77740243,6348,61634442
"1514","2014Jan22_06.RData",11631,77751874,9017,61643459
"1515","2014Jan22_07.RData",22440,77774314,17367,61660826
"1516","2014Jan22_08.RData",36251,77810565,28085,61688911
"1517","2014Jan22_09.RData",51920,77862485,40708,61729619
"1518","2014Jan22_10.RData",68976,77931461,53667,61783286
"1519","2014Jan22_11.RData",77552,78009013,60545,61843831
"1520","2014Jan22_12.RData",83272,78092285,64235,61908066
"1521","2014Jan22_13.RData",82145,78174430,63425,61971491
"1522","2014Jan22_14.RData",80797,78255227,62491,62033982
"1523","2014Jan22_15.RData",81408,78336635,62544,62096526
"1524","2014Jan22_16.RData",83752,78420387,64771,62161297
"1525","2014Jan22_17.RData",85887,78506274,67067,62228364
"1526","2014Jan22_18.RData",90900,78597174,70613,62298977
"1527","2014Jan22_19.RData",94805,78691979,73630,62372607
"1528","2014Jan22_20.RData",95374,78787353,73908,62446515
"1529","2014Jan22_21.RData",96637,78883990,75235,62521750
"1530","2014Jan22_22.RData",94976,78978966,74052,62595802
"1531","2014Jan22_23.RData",96835,79075801,75623,62671425
